-1.5370519651840269,3.106076317942367,-87.31060212485326,0.0,
4.700573003240621,3.154162130173719,-106.76429959213502,0.0,
-1.5816529350170183,-3.1306197522753267,-106.76448440281533,0.0,
4.699636080862156,3.1539833447306203,-106.76411197243904,0.0,
-1.5817135069520385,-3.1296101395204614,-106.76445635170005,0.0,
4.7005478988895435,3.1533138093504554,-106.76448334678038,0.0,
4.700682200211217,3.1528421652593255,-106.7645176458383,0.0,
-1.5819292094948967,-3.1287882204515647,-106.7642388746344,0.0,
-1.5806093603919302,-3.129389623740178,-106.76411557656814,0.0,
4.7020943992289705,3.1536808117578854,-106.7643107391819,0.0,
4.700908315712674,3.152627744251302,-106.76452106695497,0.0,
-1.5827076133523628,-3.1306355558401346,-106.76447249336721,0.0,
4.70114610701541,3.1532818219658454,-106.76451916907035,0.0,
4.699989560034766,3.1523659234160135,-106.76434039767638,0.0,
4.701079421470368,3.153280501441652,-106.76452052466266,0.0,
-1.5826633374273429,-3.130559251325225,-106.76448634215896,0.0,
-1.5819726042011728,-3.1299265333890065,-106.76451881346897,0.0,
4.700525019379604,3.1536280286163048,-106.76443386581965,0.0,
4.700755750082053,3.1541750856200936,-106.76431465716196,0.0,
-1.58180739579404,-3.1290222241163517,-106.76431614861484,0.0,
4.702413056863693,3.153690411282674,-106.76420325553292,0.0,
4.701750329842282,3.1524916309763373,-106.76443999087226,0.0,
-1.5828171442890586,-3.1298373055200486,-106.76445059175434,0.0,
4.700702803616627,3.152266926778958,-106.76445932127893,0.0,
4.701262717535623,3.152660139419769,-106.7645193610818,0.0,
-1.5814662990395243,-3.1317984245025636,-106.76414118507374,0.0,
-1.5819711268326062,-3.130397566804966,-106.76452955711312,0.0,
4.70082355580703,3.153673976484992,-106.76445550452422,0.0,
-1.581997432478312,-3.131508015035634,-106.76431498324146,0.0,
-1.5822000229673248,-3.1309153210898613,-106.76447496674919,0.0,
-1.5827818625377528,-3.1304933587537165,-106.76447249145554,0.0,
-1.5808600127028902,-3.131343771183038,-106.76414283375468,0.0,
4.701790264095843,3.152267418383456,-106.76439721435983,0.0,
-1.5817764127717011,-3.1315428138055483,-106.764286688439,0.0,
-1.5823212871699253,-3.1291967414950292,-106.76438050758559,0.0,
4.701809060560072,3.153665063015084,-106.7643847181384,0.0,
-1.5824172939846135,-3.1292858915348547,-106.76439899589816,0.0,
4.700445307086801,3.152347006633568,-106.76444027476401,0.0,
-1.5828061751583873,-3.1314390473880214,-106.76428243706884,0.0,
-1.582551771578258,-3.130613704095432,-106.7644955006939,0.0,
-1.5811087059485724,-3.129797327680369,-106.76436316475173,0.0,
-1.5808311696623034,-3.130218890541382,-106.76430058361973,0.0,
-1.5810128147024938,-3.1297474249763524,-106.76432835994595,0.0,
-1.5828970673650222,-3.12975213873272,-106.76442412662104,0.0,
-1.582483884014208,-3.130879106482009,-106.7644662028234,0.0,
-1.5821354092115882,-3.1294334878557564,-106.76444588408978,0.0,
-1.58252963667912,-3.13011492415681,-106.76451363725137,0.0,
-1.5827232085711362,-3.129507742023052,-106.76441450398002,0.0,
4.701676163008059,3.153668709574382,-106.76440934727894,0.0,
4.7006279386681085,3.153293691119707,-106.76449545058188,0.0,
-1.5826925854347011,-3.130057714100015,-106.76449001780747,0.0,
-1.5826704483166203,-3.130469198083133,-106.76449184568824,0.0,
4.701654644082507,3.1542382463917904,-106.76425485664004,0.0,
-1.581465179773952,-3.12950623282788,-106.76439941667691,0.0,
4.70044282406445,3.1525376850351403,-106.76446564084688,0.0,
4.701195814778989,3.1522613639612214,-106.76447035339847,0.0,
-1.5807273620109163,-3.129546312506121,-106.76419626435474,0.0,
4.700614384556653,3.151869160399726,-106.76435529053207,0.0,
4.701607810299466,3.1518378649890946,-106.76432530481377,0.0,
-1.5826469108683248,-3.1302472742022527,-106.76450175264887,0.0,
4.700757223363794,3.152748342648805,-106.76452065765787,0.0,
4.700338723491997,3.1532880608579386,-106.76445132222848,0.0,
-1.5817856786940079,-3.130380401624448,-106.76451674489253,0.0,
4.700440359358209,3.15325605086755,-106.7644726127388,0.0,
4.701300064460566,3.1543633124636936,-106.76424952116075,0.0,
-1.5821949842469594,-3.130032334682233,-106.76453002528426,0.0,
-1.580902979971231,-3.128933246566492,-106.76409192195234,0.0,
-1.5820915292456676,-3.1302694220168963,-106.76453632435492,0.0,
4.699877945703489,3.152341743349298,-106.76430267367036,0.0,
4.701504382267479,3.1516665480055988,-106.76428410660817,0.0,
4.700459630936743,3.1535917076755013,-106.76443062366765,0.0,
4.699626536160097,3.1544901872382547,-106.7639260862642,0.0,
-1.581411321238223,-3.1291994296151833,-106.7643141589599,0.0,
4.702392875754965,3.1526742851027816,-106.76427617301736,0.0,
-1.583305976543038,-3.130150405166863,-106.7643491963924,0.0,
-1.5820991471960355,-3.1310186538302442,-106.76445458435406,0.0,
4.7005180607685695,3.152275568071325,-106.76443917514892,0.0,
-1.537065111879505,3.107067453640612,-87.31083995491076,0.0,
4.701523725115515,3.1519323033388758,-106.76436498392815,0.0,
